z_bin,sample_type,logM_bin_cen,dlogM,log_phi,logphi_err_plus,logphi_err_minus,phi_Mpc3dex,imf,h_units,reference,source_table,notes
3.00-3.50,star-forming,10.75,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Davidzon et al. 2017, A&A 605, A70",Davidzon2017_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
3.00-3.50,star-forming,11.0,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Davidzon et al. 2017, A&A 605, A70",Davidzon2017_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
3.00-3.50,star-forming,11.25,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Davidzon et al. 2017, A&A 605, A70",Davidzon2017_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
3.00-3.50,star-forming,11.5,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Davidzon et al. 2017, A&A 605, A70",Davidzon2017_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
3.00-3.50,star-forming,11.75,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Davidzon et al. 2017, A&A 605, A70",Davidzon2017_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
3.00-3.50,star-forming,12.0,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Davidzon et al. 2017, A&A 605, A70",Davidzon2017_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
3.50-4.50,star-forming,8.5,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Davidzon et al. 2017, A&A 605, A70",Davidzon2017_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
3.50-4.50,star-forming,8.75,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Davidzon et al. 2017, A&A 605, A70",Davidzon2017_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
3.50-4.50,star-forming,9.0,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Davidzon et al. 2017, A&A 605, A70",Davidzon2017_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
3.50-4.50,star-forming,9.25,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Davidzon et al. 2017, A&A 605, A70",Davidzon2017_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
3.50-4.50,star-forming,9.5,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Davidzon et al. 2017, A&A 605, A70",Davidzon2017_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
3.50-4.50,star-forming,9.75,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Davidzon et al. 2017, A&A 605, A70",Davidzon2017_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
3.50-4.50,star-forming,10.0,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Davidzon et al. 2017, A&A 605, A70",Davidzon2017_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
3.50-4.50,star-forming,10.25,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Davidzon et al. 2017, A&A 605, A70",Davidzon2017_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
3.50-4.50,star-forming,10.5,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Davidzon et al. 2017, A&A 605, A70",Davidzon2017_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
3.50-4.50,star-forming,10.75,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Davidzon et al. 2017, A&A 605, A70",Davidzon2017_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
3.50-4.50,star-forming,11.0,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Davidzon et al. 2017, A&A 605, A70",Davidzon2017_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
3.50-4.50,star-forming,11.25,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Davidzon et al. 2017, A&A 605, A70",Davidzon2017_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
3.50-4.50,star-forming,11.5,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Davidzon et al. 2017, A&A 605, A70",Davidzon2017_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
3.50-4.50,star-forming,11.75,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Davidzon et al. 2017, A&A 605, A70",Davidzon2017_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
3.50-4.50,star-forming,12.0,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Davidzon et al. 2017, A&A 605, A70",Davidzon2017_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
4.50-5.50,star-forming,8.5,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Davidzon et al. 2017, A&A 605, A70",Davidzon2017_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
4.50-5.50,star-forming,8.75,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Davidzon et al. 2017, A&A 605, A70",Davidzon2017_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
4.50-5.50,star-forming,9.0,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Davidzon et al. 2017, A&A 605, A70",Davidzon2017_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
4.50-5.50,star-forming,9.25,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Davidzon et al. 2017, A&A 605, A70",Davidzon2017_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
4.50-5.50,star-forming,9.5,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Davidzon et al. 2017, A&A 605, A70",Davidzon2017_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
4.50-5.50,star-forming,9.75,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Davidzon et al. 2017, A&A 605, A70",Davidzon2017_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
4.50-5.50,star-forming,10.0,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Davidzon et al. 2017, A&A 605, A70",Davidzon2017_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
4.50-5.50,star-forming,10.25,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Davidzon et al. 2017, A&A 605, A70",Davidzon2017_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
4.50-5.50,star-forming,10.5,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Davidzon et al. 2017, A&A 605, A70",Davidzon2017_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
4.50-5.50,star-forming,10.75,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Davidzon et al. 2017, A&A 605, A70",Davidzon2017_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
4.50-5.50,star-forming,11.0,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Davidzon et al. 2017, A&A 605, A70",Davidzon2017_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
4.50-5.50,star-forming,11.25,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Davidzon et al. 2017, A&A 605, A70",Davidzon2017_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
4.50-5.50,star-forming,11.5,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Davidzon et al. 2017, A&A 605, A70",Davidzon2017_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
4.50-5.50,star-forming,11.75,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Davidzon et al. 2017, A&A 605, A70",Davidzon2017_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
4.50-5.50,star-forming,12.0,0.25,,,,,Chabrier,h70^3 Mpc^-3 dex^-1,"Davidzon et al. 2017, A&A 605, A70",Davidzon2017_binned,Paste values exactly as published; leave blanks if missing. φ = 10^{logΦ} × (units of table).
